未错开,错开一行
0.88858862,0.993732116
0.940751573,0.998073268
0.335424776,0.995075998
0.37410865,0.989852022
0.370675358,0.985650545
0.369969821,0.985293185
0.977544174,0.994618517
0.858488204,0.998459189
0.340814139,0.995310574
0.972407548,0.996223292
0.333406103,0.991270572
0.965764171,0.995628302
0.9382213,0.997724772
0.335677771,0.993938104
0.374174156,0.990037124
0.968223523,0.993022253
0.33372557,0.991285192
0.374293432,0.990574377
0.97961636,0.993755612
0.939660677,0.997131571
0.940964788,0.999998956
0.940079757,0.999680314
0.9387574,0.999080155
0.85849594,0.999080756
0.862499761,0.999082492
0.340848052,0.994075037
0.374049076,0.988993869
0.910549095,0.993121853
0.944256625,0.997388416
0.856529491,1
0.945634172,0.999681228
0.335510527,0.994185994
0.963012109,0.995505989
0.334397709,0.991414032
0.374578406,0.988799368
0.891725076,0.9937733
0.94668187,0.997162469
0.335477967,0.995390111
0.374545202,0.990021068
0.371086184,0.985650858
0.370383098,0.985264154
0.369501355,0.987456921
0.368639405,0.987148592
0.367777455,0.986835694
0.366916601,0.986518357
0.366054652,0.986195969
0.365192702,0.985869195
0.364330945,0.985537578
0.363469576,0.985200909
0.362607884,0.984859619
0.361745934,0.984513251
0.360883211,0.984161766
0.360021261,0.983805137
0.359160407,0.983443549
0.35829878,0.983076477
0.357436443,0.982704106
0.356575396,0.98232654
0.355713704,0.981943413
0.354851367,0.981554672
0.353989998,0.981160449
0.353127984,0.980760417
0.352266163,0.980354903
0.351404987,0.979943371
0.35054323,0.979526173
0.349681216,0.979102658
0.348819846,0.97867332
0.34795751,0.978237847
0.347096463,0.977796239
0.346234448,0.977348365
0.345372434,0.976894226
0.344511709,0.976433611
0.343649695,0.975966366
0.342787681,0.975492646
0.341925989,0.975012268
0.341064039,0.974525181
0.340202927,0.974031018
0.339341235,0.973530277
0.338478899,0.973022486
0.337617529,0.972507581
0.336755708,0.971985497
0.335894145,0.971456103
0.335032131,0.970919476
0.334170762,0.97037537
0.333308103,0.969831434
0.332446733,0.969313866
0.331585364,0.968789419
0.330723994,0.968258523
0.329862238,0.967720579
0.329000288,0.967175898
0.328138596,0.966624195
0.327277484,0.966065103
0.326414567,0.965499406
0.325553585,0.964926034
0.324692473,0.964345795
0.323830459,0.96375433
0.322968444,0.963150203
0.32210772,0.962538766
0.321245061,0.961919366
0.320383691,0.961292186
0.319522966,0.960657069
0.318660114,0.960013976
0.31779926,0.959362973
0.316936924,0.958703577
0.316075361,0.958036217
0.315213733,0.957360386
0.31435217,0.95667607
0.313490801,0.955983438
0.312628786,0.955282191
0.311767417,0.954572329
0.310905789,0.95385359
0.310044226,0.95312617
0.309182277,0.952389874
0.308320649,0.951644427
0.30745928,0.950889999
0.306597265,0.950126355
0.305735509,0.949353495
0.304873559,0.948571132
0.304012512,0.947779475
0.303151143,0.946978145
0.302288806,0.946167286
0.301427759,0.945346597
0.300565744,0.944516379
0.299704053,0.943676045
0.298843199,0.942825789
0.297980991,0.941965234
0.297119299,0.941094733
0.296257607,0.940213866
0.295396238,0.939322779
0.294534546,0.938421157
0.293672854,0.937508805
0.292811484,0.93658601
0.291949792,0.935652576
0.291087778,0.934708007
0.290225828,0.933752787
0.289364717,0.93278634
0.288503992,0.931808823
0.287641333,0.930820133
0.286779125,0.929820282
0.285918272,0.928808813
0.285057224,0.927785791
0.284194565,0.926751413
0.283333518,0.925705155
0.282471826,0.92464728
0.281609812,0.923577343
0.280749087,0.922495436
0.279887718,0.921466292
0.279025961,0.920489977
0.278163689,0.919504367
0.27730232,0.918508889
0.276441208,0.917503881
0.275579258,0.916488862
0.274718211,0.915464234
0.273856455,0.914429725
0.272994505,0.913385087
0.272133458,0.912330501
0.271271443,0.91126589
0.270409751,0.910191045
0.269547415,0.909105888
0.268687335,0.908010548
0.267824998,0.906904766
0.266963951,0.905788475
0.266101292,0.904661833
0.265239922,0.9035245
0.264379198,0.902376684
0.263517441,0.901217904
0.262656201,0.900048549
0.261794251,0.898868295
0.26093243,0.897677076
0.260071447,0.896474827
0.259209691,0.895261612
0.258347934,0.894037223
0.25748592,0.892608766
0.25662397,0.889845746
0.255763117,0.887071042
0.254901554,0.884284721
0.254039539,0.881486782
0.253178815,0.878676534
0.2523168,0.875855007
0.251455237,0.873021484
0.250594061,0.870176029
0.249732434,0.867318826
0.248870677,0.86444964
0.24800963,0.861568549
0.247147681,0.858675709
0.246286827,0.855770913
0.245424877,0.852853845
0.244563185,0.849925134
0.243701171,0.846984518
0.242840446,0.844031618
0.241978432,0.841067048
0.24111732,0.838090012
0.240255693,0.835101489
0.239393678,0.832100629
0.238532567,0.829087761
0.237671391,0.826062817
0.236810215,0.823026126
0.2359482,0.819976902
0.235086637,0.816915865
0.234224816,0.813842688
0.23336306,0.810757306
0.232502077,0.807660045
0.23164103,0.804550722
0.230778307,0.801429103
0.229917324,0.798295865
0.229055954,0.795150319
0.22819523,0.791992553
0.227332571,0.788822713
0.226471523,0.785640864
0.225609832,0.782446875
0.224747559,0.779240941
0.223887093,0.776022868
0.223025723,0.772792654
0.222163967,0.769550627
0.221302017,0.766296447
0.220441163,0.763030349
0.219578955,0.759752228
0.218718037,0.756461876
0.217856216,0.753159762
0.21699446,0.749845457
0.216133477,0.746519246
0.215272108,0.743181222
0.94031702,0.935329026
0.938956624,0.975546558
0.938191965,0.990564025
0.936960516,0.996277073
0.941145508,0.999109865
0.939545914,0.999068407
0.938803498,0.99906979
0.93755303,0.999071448
0.93683995,0.999067049
0.940573174,0.999068798
0.93947222,0.999069921
0.938242254,0.999071683
0.937527691,0.999072923
0.936179738,0.999068877
0.940439843,0.99907013
0.93885411,0.99907184
0.938157794,0.999073054
0.93680868,0.999074751
0.941069687,0.999070443
0.939483374,0.999072075
0.938793118,0.999073315
0.937438524,0.999075142
0.941704947,0.999070352
0.940119086,0.999072271
0.939423027,0.999073393
0.943059928,0.999075338
0.937075924,0.999070443
0.941101988,0.999072401
0.940030757,0.999073628
0.938703629,0.999069582
0.938039807,0.999076657
0.94171378,0.99907261
0.940663502,0.999073707
0.939337277,0.999075665
0.938673584,0.999076839
0.937370891,0.999072845
0.941567166,0.999073968
0.93988827,0.999075887
0.939219677,0.999076892
0.937943741,0.999078667
0.937168121,0.999074359
0.940921139,0.999075926
0.939915993,0.999077048
0.938635222,0.999079059
0.942890813,0.999080103
0.941203792,0.999076121
0.940568468,0.999077362
0.939225866,0.99907915
0.938502728,0.999074398
0.937251744,0.999076187
0.941510881,0.99907744
0.939871829,0.999079385
0.939130703,0.999080494
0.937877784,0.999082322
0.942140338,0.999077675
0.940505541,0.999079581
0.939764286,0.999080703
0.938514527,0.999082453
0.937796741,0.999077753
0.94146936,0.999079542
0.940371178,0.999080756
0.939145145,0.999082648
0.938426004,0.999083888
0.942101912,0.999079711
0.941003988,0.999081095
0.939777697,0.999082883
0.939054817,0.99908415
0.937707122,0.999079933
0.941907588,0.999081147
0.940329528,0.999082844
0.939631664,0.999084202
0.93827836,0.999086147
0.937620276,0.999081487
0.936313199,0.999083197
0.940640034,0.999084411
0.938948242,0.999086238
0.938311241,0.999087282
0.941978187,0.99908924
0.93590508,0.999084593
0.939920506,0.999086303
0.938918584,0.999087478
0.937636394,0.999083432
0.936861226,0.999090546
0.940520757,0.999086538
0.854857299,0.999087674
0.889236388,0.999089502
0.851258115,0.999090937
0.341992461,0.994079345
0.374384985,0.989165069
0.371350204,0.985599243
0.370620039,0.985803143
0.369740037,0.987459402
0.368878022,0.987150942
0.368016911,0.986838109
0.367155541,0.986520707
0.366294816,0.986198619
0.36543248,0.985871806
0.364570788,0.98554011
0.363708774,0.985203715
0.362848049,0.984862451
0.361985712,0.984515979
0.361124665,0.984164637
0.360263295,0.983808009
0.359402119,0.983446551
0.358540169,0.98307948
0.357679187,0.982707318
0.356817817,0.982329803
0.355955416,0.981946507
0.355093789,0.981558014
0.354233064,0.981163713
0.992620075,0.991602267
0.332446733,0.991387794
0.374701551,0.989551786
0.371039441,0.986060432
0.370357566,0.985250709
0.369475952,0.98745666
0.368614583,0.987148396
0.367752826,0.986835433
0.366891843,0.986518096
0.366029184,0.98619593
0.365168846,0.985868868
0.36430709,0.985537238
0.363445721,0.985200843
0.362584996,0.984859488
0.361722337,0.984512872
0.36086129,0.984161504
0.360000242,0.983804876
0.359138873,0.98344334
0.35827731,0.983076216
0.357415489,0.982704054
0.356553733,0.982326201
0.355693395,0.981943073
0.35483138,0.981554594
0.353970011,0.98116011
0.353107997,0.980760352
0.352246949,0.980354642
0.351385258,0.979943149
0.350524533,0.979525729
0.349662519,0.979102605
0.348801407,0.978673111
0.347939457,0.978237782
0.34707841,0.977795978
0.346216654,0.977348143
0.345355413,0.976893965
0.344494946,0.97643322
0.343632287,0.975965974
0.342770917,0.975492384
0.34190987,0.975012007
0.341048178,0.974524972
0.340187067,0.974030953
0.339325117,0.973530016
0.338463103,0.973022264
0.3376027,0.972507346
0.336741331,0.971985236
0.33587951,0.971455907
0.335018334,0.970919267
0.334157222,0.970375318
0.333295853,0.969831499
0.332434483,0.969313657
0.331573114,0.968789367
0.330710454,0.968258262
0.329849988,0.967720448
0.328988747,0.967175846
0.328126797,0.966623803
0.327265621,0.966065234
0.326404252,0.965499015
0.325542882,0.964925969
0.32468119,0.964345612
0.323820401,0.9637542
0.322958773,0.963150268
0.322098049,0.962538713
0.321236034,0.9619193
0.320374665,0.961291951
0.319513618,0.960656938
0.318651926,0.960013911
0.317791201,0.959362738
0.316929187,0.958703446
0.316067172,0.958036139
0.315206061,0.957360164
0.314344885,0.95667607
0.313483064,0.955983308
0.312622081,0.9552821
0.311760325,0.954572276
0.3108996,0.953853655
0.310038488,0.953126013
0.309177248,0.952389743
0.308315491,0.951644427
0.307453735,0.950889934
0.306592494,0.950126264
0.305731383,0.949353443
0.304869691,0.948571132
0.304008644,0.947779423
0.303147725,0.946978184
0.302286098,0.946167247
0.30142518,0.945346597
0.300563165,0.944516379
0.299701796,0.943675849
0.298840168,0.942825789
0.297979057,0.941965156
0.297117687,0.941094733
0.296256576,0.940213866
0.295395335,0.939322779
0.294533579,0.938421157
0.293672532,0.93750887
0.29281084,0.93658601
0.291949792,0.935652498
0.291088745,0.934708007
0.290226731,0.933752695
0.289365361,0.93278634
0.288504959,0.931808823
0.287643267,0.930820264
0.286780995,0.929820125
0.285919883,0.928808878
0.285059416,0.927785961
0.284197789,0.926751413
0.283336419,0.925705103
0.28247505,0.92464728
0.28161368,0.923577395
0.280752633,0.922495671
0.279891586,0.921466292
0.279030217,0.920490134
0.278168589,0.919504367
0.277307026,0.918508889
0.276446108,0.917503881
0.275584996,0.916488953
0.274723046,0.915464234
0.273861999,0.914429647
0.273000243,0.913385087
0.272140227,0.912330684
0.271277891,0.911265955
0.270417166,0.910191045
0.269554507,0.909106018
0.268694427,0.908010614
0.267832413,0.906905027
0.266972333,0.905788619
0.266110641,0.904661872
0.265248691,0.90352463
0.264388224,0.902376684
0.263526661,0.901217969
0.262665485,0.900048615
0.261803857,0.898868452
0.260942746,0.897676998
0.260081376,0.896474827
0.259220007,0.895261612
0.258359024,0.894037171
0.257497912,0.892612094
0.256636543,0.889849139
0.255774529,0.887074489
0.254913481,0.884288154
0.254053079,0.881490176
0.253191065,0.878680189
0.25233034,0.875858623
0.251468326,0.873025139
0.250606956,0.870179763
0.249746231,0.867322638
0.248885055,0.864453609
0.248023879,0.861572778
0.247162123,0.858679808
0.246301398,0.85577509
0.245440028,0.852858284
0.244578659,0.849929572
0.243717289,0.846988956
0.242856242,0.844036252
0.241995453,0.841071708
0.241133503,0.838095103
0.240272649,0.835106319
0.239411086,0.832105525
0.238549459,0.829092799
0.237688347,0.826067843
0.236827816,0.823031217
0.235966253,0.819982124
0.23510585,0.816921152
0.94252847,0.947912179
0.936464068,0.980288916
0.936074646,0.992416507
0.939746427,0.996883994
0.938662623,0.999110035
0.937440458,0.999073785
0.936714871,0.999075012
0.940392197,0.9990709
0.939289953,0.99907214
0.938043417,0.999073837
0.93734897,0.999075142
0.935994312,0.999071096
0.935334874,0.999072453
0.939007558,0.999074098
0.937954057,0.999075338
0.936623963,0.999077101
0.935964396,0.999078066
0.934659447,0.999074176
0.933892854,0.999075404
0.937507705,0.999077231
0.936517581,0.999078406
0.935231329,0.999080155
0.939545269,0.999081408
0.937865083,0.99907744
0.937224858,0.999078602
0.935919264,0.999080364
0.935152349,0.999075665
0.93882961,0.999077623
0.937834329,0.999078667
0.936534667,0.999080494
0.935780001,0.999081722
0.939457585,0.999077675
0.938461143,0.999078928
0.937179469,0.999080703
0.936397015,0.99908193
0.940088976,0.999077884
0.939092663,0.999079059
0.937808604,0.999080703
0.937040463,0.9990821
0.040280631,0.998060475
0.998629675,0.998131879
0.934599744,0.998230696
0.937910214,0.9983846
0.936389278,0.998677917
0.940664534,0.999079385
0.939046242,0.999081147
0.93829551,0.999082257
0.937050392,0.999084202
0.936331252,0.99907945
0.939918379,0.999081278
0.938845729,0.999082648
0.937625885,0.999084358
0.936906616,0.999085455
0.940634231,0.999081669
0.939532116,0.999082714
0.938309952,0.999084541
0.93758978,0.999085716
0.936236475,0.999081487
0.940500577,0.999082883
0.938917295,0.999084672
0.938213886,0.999085768
0.936868963,0.999087674
0.941119267,0.999082975
0.939524831,0.99908475
0.938849597,0.999085977
0.937494359,0.999087935
0.936834405,0.999083197
0.940493678,0.999084985
0.939457198,0.999085977
0.938116788,0.99908787
0.937461155,0.999089032
0.941133516,0.999085142
0.94008298,0.999086369
0.938744505,0.999088013
0.93809203,0.99908924
0.936787081,0.999085194
0.941015916,0.999086499
0.939359198,0.999088248
0.938719747,0.99908958
0.937413508,0.999091199
0.941610042,0.999086538
0.939927212,0.99908864
0.939288857,0.999089632
0.937988228,0.99909129
0.937219442,0.99908676
0.9409566,0.999088588
0.93995371,0.999089763
0.938672294,0.999091525
0.937901833,0.999092765
0.936659165,0.999088718
0.940911468,0.999089815
0.939281185,0.999091721
0.93853561,0.999093026
0.937276437,0.999094593
0.94153854,0.999090024
0.939870862,0.999091721
0.939163971,0.999093026
0.937902735,0.999094788
0.93719649,0.999090193
0.940871817,0.999091982
0.934841908,0.999093235
0.933897625,0.999094984
0.878432519,0.999096028
0.940464665,0.99909206
0.940473305,0.999099227
0.859564464,0.999100858
0.943808275,0.999165344
0.336832883,0.994095571
1,0.995520517
0.333179477,0.991424175
0.375858855,0.988824692
0.372158383,0.98653611
0.371477218,0.985264154
0.370596248,0.987467625
0.369735394,0.987159688
0.368873445,0.986847051
0.368012398,0.986529714
0.367150641,0.986207717
0.366289014,0.985881204
0.365427838,0.985549639
0.364566275,0.985213244
0.363705808,0.984872281
0.36284418,0.984525782
0.361982811,0.984174636
0.361121828,0.983818361
0.360260716,0.983456798
0.359399089,0.983089923
0.358537977,0.982717891
0.357676608,0.982340508
0.356815432,0.981957641
0.355954256,0.981569162
0.355093144,0.9811752
0.354231452,0.980775442
0.353370405,0.980370176
0.352509035,0.979958853
0.351647859,0.979541916
0.350785909,0.979118844
0.349924669,0.978689676
0.349064202,0.978254517
0.348202832,0.977813209
0.347341463,0.977365466
0.346479449,0.976911652
0.345618724,0.976451051
0.344757354,0.97598438
0.343895985,0.975510751
0.343034293,0.975030804
0.342173246,0.974544082
0.341312521,0.974050403
0.340451474,0.973549727
0.339589524,0.973042263
0.338728412,0.972527749
0.337867687,0.972005991
0.337006963,0.971476871
0.336144948,0.970940636
0.335284224,0.970396987
0.334422209,0.969845897
0.333561098,0.969325406
0.332700115,0.968801298
0.331839068,0.968270402
0.330977118,0.967732719
0.330116651,0.967188195
0.329255282,0.966636596
0.328393912,0.966078026
0.327533187,0.965512408
0.326671173,0.964939479
0.325810448,0.964359306
0.324949079,0.963767436
0.324087709,0.963163779
0.323226984,0.96255225
0.322365808,0.961933203
0.321503858,0.961306231
0.320642876,0.960671519
0.319781829,0.960028792
0.318920137,0.959377802
0.318058767,0.958718889
0.317198236,0.958051621
0.316336673,0.957376011
0.315475948,0.956692191
0.314614578,0.955999886
0.313753467,0.955298835
0.312892226,0.954589246
0.312031115,0.953870821
0.311169423,0.953143727
0.310308633,0.952407757
0.309447006,0.95166265
0.30858583,0.950908535
0.307724912,0.950145152
0.306864574,0.949372501
0.306002624,0.948590582
0.305141448,0.947799317
0.304280078,0.946998378
0.303419031,0.946187859
0.302557984,0.945367392
0.301695325,0.944537526
0.3008346,0.943697596
0.299973875,0.942847798
0.299112506,0.941987609
0.298251781,0.941117538
0.297391056,0.940236919
0.296529364,0.939346119
0.295668575,0.938444889
0.294807592,0.937533228
0.293945771,0.936610603
0.293085498,0.935677469
0.292223742,0.934733514
0.291362114,0.933778764
0.290501389,0.932812721
0.289639762,0.931835714
0.288779295,0.930847546
0.287917281,0.92984789
0.287056556,0.92883697
0.286195186,0.927814444
0.285334462,0.92678047
0.284473092,0.925734826
0.283612109,0.924677173
0.282750998,0.923607811
0.281890273,0.922526569
0.281028903,0.921468303
0.280166889,0.920492313
0.279306487,0.9195069
0.278445697,0.918511682
0.277583748,0.917506623
0.276722894,0.916492138
0.275861976,0.915467576
0.275000606,0.91443325
0.274139881,0.913388951
0.273278125,0.912334469
0.272417142,0.911270198
0.271556417,0.910195614
0.270695241,0.909110639
0.269833678,0.908015509
0.268972115,0.906909987
0.268111584,0.905794075
0.267250472,0.904667433
0.266388845,0.903530504
0.265527475,0.902382728
0.264666106,0.901224352
0.263806026,0.900055155
0.262944656,0.898875149
0.262083609,0.897684125
0.26122282,0.896482267
0.260361837,0.895269366
0.259499823,0.894045265
0.258639098,0.892809989
0.25777876,0.890178094
0.256917004,0.887403599
0.256055634,0.884617331
0.255194265,0.881819209
0.254333927,0.879009443
0.253472364,0.876187877
0.252611445,0.873354432
0.251750076,0.870508978
0.250888706,0.867651906
0.250028626,0.864782889
0.249167257,0.861901994
0.248306339,0.859009102
0.247444711,0.856104436
0.246583793,0.853187447
0.245722681,0.850258971
0.244861699,0.847318354
0.244000329,0.844365637
0.243139604,0.841401133
0.242278235,0.838424449
0.24141751,0.835435795
0.24055614,0.832435197
0.239695416,0.829422459
0.238833401,0.826397581
0.237973063,0.823360693
0.23711221,0.820311731
0.236250582,0.817250824
0.235389406,0.814177778
0.23452823,0.811092604
0.233667118,0.807995395
0.232805749,0.804886308
0.231944637,0.801764845
0.231084299,0.798631686
0.23022293,0.795486204
0.229361818,0.792328557
0.228500835,0.789158847
0.227639788,0.785977337
0.226778741,0.782783465
0.225917758,0.779577454
0.225057291,0.776359654
0.224195922,0.773129558
0.223334552,0.76988774
0.222473183,0.766633834
0.221612136,0.763367736
0.220751282,0.760089863
0.219890364,0.75679972
0.219029316,0.753497593
0.218167625,0.75018364
0.217307287,0.746857468
0.216446175,0.743519705
0.215584805,0.740169854
0.214724081,0.736808124
0.213863356,0.733434463
0.213001342,0.730048962
0.21214081,0.726651465
0.211279634,0.72324222
0.210419167,0.719821161
0.209557604,0.716388105
0.208696041,0.712943458
0.207834801,0.709487167
0.206974011,0.706019009
0.206112964,0.702539052
0.205251208,0.699047698
0.204390225,0.695544401
0.203529178,0.692029615
0.202667486,0.688503278
0.201806761,0.684965192
0.200945392,0.68141588
0.200084022,0.677854558
0.199222653,0.674282141
0.198360638,0.670698184
0.197500558,0.667102844
0.196639189,0.663495887
0.195778464,0.65987786
0.194917094,0.656248607
0.194055983,0.652607892
0.193193969,0.648955925
0.192333179,0.64529285
0.191472261,0.641618548
0.190611149,0.637932994
0.189748877,0.634236396
0.188888797,0.630528781
0.18802717,0.626810384
0.187166058,0.6230808
0.186304689,0.619340381
0.185443577,0.615588866
0.184582336,0.611826778
0.183721547,0.608053803
0.182859597,0.604269967
0.181998744,0.600475506
0.181137567,0.596670471
0.18027594,0.592854732
0.179414764,0.589028354
0.178554297,0.585191664
0.177693121,0.581344335
0.176831945,0.577486693
0.175970833,0.573618739
0.175109464,0.569740342
0.174248352,0.565851372
0.173386338,0.561952676
0.172525355,0.558043603
0.17166463,0.554124504
0.170804292,0.550195106
0.169942342,0.54625601
0.169080715,0.542306992
0.168219797,0.538347857
0.167359072,0.534378933
0.166497058,0.530400153
0.165635946,0.526411843
0.164775608,0.522413743
0.163914239,0.518405931
0.163053062,0.51438863
0.162191499,0.510361746
0.161330775,0.50632566
0.160469405,0.502279914
0.15960868,0.498225161
0.158747053,0.494160931
0.157885941,0.490087524
0.157024314,0.486004902
0.156164234,0.481913206
0.155302284,0.477812569
0.154441108,0.473702925
0.153580383,0.46958447
0.1527194,0.465457138
0.151858289,0.46132093
0.150996274,0.457176237
0.150134905,0.453022928
0.149274631,0.448860873
0.148413004,0.444690203
0.147552086,0.440511309
0.146690716,0.436323878
0.145829024,0.432128196
0.144968235,0.42792437
0.144107252,0.423712188
0.143245432,0.419492175
0.142385416,0.415263872
0.141523788,0.411027738
0.140662419,0.406783575
0.139801694,0.402531802
0.138940325,0.398272014
0.138079406,0.394004615
0.137218553,0.389729646
0.136356861,0.385446974
0.135496523,0.381156993
0.134634573,0.376859701
0.13377301,0.372554839
0.132912672,0.368242848
0.13205098,0.363923666
0.131190126,0.359597434
0.13032895,0.355264114
0.129467194,0.350923693
0.128606469,0.346576536
0.127745744,0.342222422
0.12688373,0.337861754
0.126023328,0.333494299
0.12516228,0.329120408
0.124300911,0.324739873
0.123439541,0.320352994
0.122578494,0.315959692
0.121717447,0.311560137
0.120856078,0.307154473
0.119995675,0.302742466
0.119134886,0.298324688
0.118271969,0.293900775
0.117411889,0.289471106
0.116550842,0.28503568
0.11568915,0.280594575
0.114828103,0.276147701
0.1139677,0.27169537
0.113105686,0.267237648
0.112245219,0.262774495
0.111383592,0.258306082
0.110523254,0.253832526
0.109662142,0.24935384
0.108800772,0.244870063
0.107939403,0.240381403
0.107078033,0.235887888
0.106217309,0.231389751
0.105356584,0.226886707
0.104495214,0.222379224
0.103633587,0.217867394
0.10277312,0.213351204
0.101912395,0.208830642
0.831557962,0.806090124
0.943913109,0.928597081
0.935572009,0.973575234
0.934819342,0.99143343
0.934143979,0.99923056
0.932795833,0.99906731
0.932109896,0.999068798
0.935864462,0.999070574
0.934809929,0.999071618
0.933482801,0.999073628
0.932816787,0.99907462
0.936488568,0.999070574
0.93543829,0.999071683
0.934101749,0.999073445
0.933440893,0.99907479
0.937112029,0.999070835
0.936061945,0.99907184
0.934734623,0.999073707
0.934069512,0.999074751
0.932760695,0.999070965
0.937012095,0.999071879
0.935337711,0.99907402
0.934693618,0.99907479
0.933388024,0.999076892
0.932608536,0.999072271
0.936304173,0.999074098
0.935276074,0.999075273
0.934014709,0.999076892
0.933231675,0.999078066
0.936927634,0.999074359
0.935916685,0.999075338
0.934641652,0.999077101
0.933843467,0.99907821
0.932629813,0.999074176
0.936792884,0.999075534
0.935189421,0.999077231
0.934444749,0.999078602
0.928278478,0.999080155
0.932781326,0.999075665
0.936149436,0.999077283
0.334415375,0.994067257
0.963602753,0.995509774
0.931264903,0.997088755
0.931877404,0.998969982
0.935986639,0.999683238
0.934442557,0.99909146
0.93374263,0.999081408
0.932393194,0.999083197
0.93172847,0.999078797
0.935400895,0.999080233
0.929324887,0.999081669
0.928394531,0.999083236
0.932663339,0.999084411
0.93600437,0.999080494
0.934974079,0.999087635
0.038121405,0.998066428
0.996487211,0.998131226
0.932502155,0.998230122
0.935857112,0.998384077
0.934235403,0.998677264
0.933581768,0.999078928
0.932279398,0.999080886
0.847006715,0.99908193
0.340900533,0.994074646
0.373086805,0.988991715
0.370067177,0.985484592
0.96381874,0.993319304
0.333235892,0.993272311
0.373556497,0.990520452
0.370018821,0.986466586
0.369329983,0.985346171
0.36844824,0.987446478
0.36758816,0.987137979
0.366726791,0.98682499
0.365865421,0.986507196
0.365005986,0.986184926
0.364145261,0.985857969
0.363284278,0.985526064
0.362422522,0.985189317
0.361563087,0.984847818
0.360701072,0.984501163
0.359840605,0.984149626
0.358979623,0.983792919
0.86670732,0.99277901
0.339409642,0.992070818
0.372977329,0.989893402
0.36987988,0.986194964
0.369163254,0.985870592
0.36828467,0.987445003
0.367423494,0.987136321
0.366561738,0.986823293
0.365701851,0.986505643
0.364840933,0.986183268
0.363980208,0.985856193
0.363119483,0.985524315
0.362258952,0.98518745
0.361397389,0.984845716
0.360537309,0.984499205
0.359676584,0.984147537
0.358814957,0.983790817
0.357954877,0.983428863
0.357094087,0.983061727
0.356233685,0.982689082
0.355372315,0.982311137
